lemma,form,paradigm_slot,form_freq,lemma_freq,phonemic_form,Fold,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
tukea,tukevat,V;ACT;PRS;POS;IND;3;PL,0.000525,5.0341935483870975e-05,t u k e ʋ ɑ t,1,V,ACT,PRS,POS,IND,3,PL,,,
tukea,eivät tue,V;ACT;PRS;NEG;IND;3;PL,0.0,5.0341935483870975e-05,e i̯ ʋ æ t t u eˣ,1,V,ACT,PRS,NEG,IND,3,PL,,,
tukea,ovat tukeneet,V;ACT;PRS;PRF;POS;IND;3;PL,0.0,5.0341935483870975e-05,o ʋ ɑ t t u k e n eː t,0,V,ACT,PRS,PRF,POS,IND,3,PL,,
tukea,eivät ole tukeneet,V;ACT;PRS;PRF;NEG;IND;3;PL,0.0,5.0341935483870975e-05,e i̯ ʋ æ t o l eˣ t u k e n eː t,4,V,ACT,PRS,PRF,NEG,IND,3,PL,,
tukea,tuetaan,V;PASS;PRS;POS;IND,0.000421,5.0341935483870975e-05,t u e t ɑː n,3,V,PASS,PRS,POS,IND,,,,,
tukea,ei tueta,V;PASS;PRS;NEG;IND,0.0,5.0341935483870975e-05,e i̯ t u e t ɑˣ,1,V,PASS,PRS,NEG,IND,,,,,
tukea,on tuettu,V;PASS;PRS;PRF;POS;IND,0.0,5.0341935483870975e-05,o n,0,V,PASS,PRS,PRF,POS,IND,,,,
tukea,ei ole tuettu,V;PASS;PRS;PRF;NEG;IND,0.0,5.0341935483870975e-05,e i̯ o l eˣ t u e tː uˣ,4,V,PASS,PRS,PRF,NEG,IND,,,,
tukea,tuin,V;ACT;PST;POS;IND;1;SG,3e-06,5.0341935483870975e-05,t u i̯ n,0,V,ACT,PST,POS,IND,1,SG,,,
tukea,en tukenut,V;ACT;PST;NEG;IND;1;SG,0.0,5.0341935483870975e-05,e n,2,V,ACT,PST,NEG,IND,1,SG,,,
tukea,olin tukenut,V;ACT;PST;PRF;POS;IND;1;SG,0.0,5.0341935483870975e-05,o l i n t u k e n u t,3,V,ACT,PST,PRF,POS,IND,1,SG,,
tukea,en ollut tukenut,V;ACT;PST;PRF;NEG;IND;1;SG,0.0,5.0341935483870975e-05,e n o lː u t t u k e n u t,0,V,ACT,PST,PRF,NEG,IND,1,SG,,
tukea,tuit,V;ACT;PST;POS;IND;2;SG,0.0,5.0341935483870975e-05,t u i̯ t,2,V,ACT,PST,POS,IND,2,SG,,,
tukea,et tukenut,V;ACT;PST;NEG;IND;2;SG,0.0,5.0341935483870975e-05,e t t u k e n u t,3,V,ACT,PST,NEG,IND,2,SG,,,
tukea,olit tukenut,V;ACT;PST;PRF;POS;IND;2;SG,0.0,5.0341935483870975e-05,o l i t t u k e n u t,4,V,ACT,PST,PRF,POS,IND,2,SG,,
tukea,et ollut tukenut,V;ACT;PST;PRF;NEG;IND;2;SG,0.0,5.0341935483870975e-05,e t o lː u t t u k e n u t,0,V,ACT,PST,PRF,NEG,IND,2,SG,,
tukea,tuki,V;ACT;PST;POS;IND;3;SG,0.000769,5.0341935483870975e-05,t u k i,1,V,ACT,PST,POS,IND,3,SG,,,
tukea,ei tukenut,V;ACT;PST;NEG;IND;3;SG,0.0,5.0341935483870975e-05,e i̯ t u k e n u t,1,V,ACT,PST,NEG,IND,3,SG,,,
tukea,oli tukenut,V;ACT;PST;PRF;POS;IND;3;SG,0.0,5.0341935483870975e-05,o l i t u k e n u t,3,V,ACT,PST,PRF,POS,IND,3,SG,,
tukea,ei ollut tukenut,V;ACT;PST;PRF;NEG;IND;3;SG,0.0,5.0341935483870975e-05,e i̯ o lː u t t u k e n u t,0,V,ACT,PST,PRF,NEG,IND,3,SG,,
tukea,tuimme,V;ACT;PST;POS;IND;1;PL,0.0,5.0341935483870975e-05,t u i̯ mː eˣ,0,V,ACT,PST,POS,IND,1,PL,,,
tukea,emme tukeneet,V;ACT;PST;NEG;IND;1;PL,0.0,5.0341935483870975e-05,e mː eˣ t u k e n eː t,0,V,ACT,PST,NEG,IND,1,PL,,,
tukea,olimme tukeneet,V;ACT;PST;PRF;POS;IND;1;PL,0.0,5.0341935483870975e-05,o l i mː eˣ t u k e n eː t,2,V,ACT,PST,PRF,POS,IND,1,PL,,
tukea,emme olleet tukeneet,V;ACT;PST;PRF;NEG;IND;1;PL,0.0,5.0341935483870975e-05,e mː e o lː eː t t u k e n eː t,3,V,ACT,PST,PRF,NEG,IND,1,PL,,
tukea,tuitte,V;ACT;PST;POS;IND;2;PL,0.0,5.0341935483870975e-05,t u i̯ tː e,3,V,ACT,PST,POS,IND,2,PL,,,
tukea,ette tukeneet,V;ACT;PST;NEG;IND;2;PL,0.0,5.0341935483870975e-05,e tː e t u k e n eː t,1,V,ACT,PST,NEG,IND,2,PL,,,
tukea,olitte tukeneet,V;ACT;PST;PRF;POS;IND;2;PL,0.0,5.0341935483870975e-05,o l i tː eˣ t u k e n eː t,4,V,ACT,PST,PRF,POS,IND,2,PL,,
tukea,ette olleet tukeneet,V;ACT;PST;PRF;NEG;IND;2;PL,0.0,5.0341935483870975e-05,e tː e o lː eː t t u k e n eː t,1,V,ACT,PST,PRF,NEG,IND,2,PL,,
tukea,tukivat,V;ACT;PST;POS;IND;3;PL,3.3e-05,5.0341935483870975e-05,t u k i ʋ ɑ t,4,V,ACT,PST,POS,IND,3,PL,,,
tukea,eivät tukeneet,V;ACT;PST;NEG;IND;3;PL,0.0,5.0341935483870975e-05,e i̯ ʋ æ t t u k e n eː t,1,V,ACT,PST,NEG,IND,3,PL,,,
tukea,olivat tukeneet,V;ACT;PST;PRF;POS;IND;3;PL,0.0,5.0341935483870975e-05,o l i ʋ ɑ t t u k e n eː t,3,V,ACT,PST,PRF,POS,IND,3,PL,,
tukea,eivät olleet tukeneet,V;ACT;PST;PRF;NEG;IND;3;PL,0.0,5.0341935483870975e-05,e i̯ ʋ æ t o lː eː t t u k e n eː t,4,V,ACT,PST,PRF,NEG,IND,3,PL,,
tukea,tuettiin,V;PASS;PST;POS;IND,3.4e-05,5.0341935483870975e-05,t u e tː iː n,0,V,PASS,PST,POS,IND,,,,,
tukea,ei tuettu,V;PASS;PST;NEG;IND,0.0,5.0341935483870975e-05,e i̯ t u e tː uˣ,1,V,PASS,PST,NEG,IND,,,,,
tukea,oli tuettu,V;PASS;PST;PRF;POS;IND,0.0,5.0341935483870975e-05,o l i t u e tː uˣ,2,V,PASS,PST,PRF,POS,IND,,,,
tukea,ei ollut tuettu,V;PASS;PST;PRF;NEG;IND,0.0,5.0341935483870975e-05,e i̯ o lː u t t u e tː uˣ,0,V,PASS,PST,PRF,NEG,IND,,,,
tukea,tukisin,V;ACT;PRS;POS;COND;1;SG,1e-06,5.0341935483870975e-05,t u k i s i n,4,V,ACT,PRS,POS,COND,1,SG,,,
tukea,en tukisi,V;ACT;PRS;NEG;COND;1;SG,0.0,5.0341935483870975e-05,e n,1,V,ACT,PRS,NEG,COND,1,SG,,,
tukea,olisin tukenut,V;ACT;PRS;PRF;POS;COND;1;SG,0.0,5.0341935483870975e-05,o l i s i n t u k e n u t,4,V,ACT,PRS,PRF,POS,COND,1,SG,,
tukea,en olisi tukenut,V;ACT;PRS;PRF;NEG;COND;1;SG,0.0,5.0341935483870975e-05,e n o l i s i t u k e n u t,1,V,ACT,PRS,PRF,NEG,COND,1,SG,,
tukea,tukisit,V;ACT;PRS;POS;COND;2;SG,0.0,5.0341935483870975e-05,t u k i s i t,2,V,ACT,PRS,POS,COND,2,SG,,,
tukea,et tukisi,V;ACT;PRS;NEG;COND;2;SG,0.0,5.0341935483870975e-05,e t t u k i s i,3,V,ACT,PRS,NEG,COND,2,SG,,,
tukea,olisit tukenut,V;ACT;PRS;PRF;POS;COND;2;SG,0.0,5.0341935483870975e-05,o l i s i t t u k e n u t,0,V,ACT,PRS,PRF,POS,COND,2,SG,,
tukea,et olisi tukenut,V;ACT;PRS;PRF;NEG;COND;2;SG,0.0,5.0341935483870975e-05,e t o l i s i t u k e n u t,0,V,ACT,PRS,PRF,NEG,COND,2,SG,,
tukea,tukisi,V;ACT;PRS;POS;COND;3;SG,3.1e-05,5.0341935483870975e-05,t u k i s i,3,V,ACT,PRS,POS,COND,3,SG,,,
tukea,ei tukisi,V;ACT;PRS;NEG;COND;3;SG,0.0,5.0341935483870975e-05,e i̯ t u k i s i,2,V,ACT,PRS,NEG,COND,3,SG,,,
tukea,olisi tukenut,V;ACT;PRS;PRF;POS;COND;3;SG,0.0,5.0341935483870975e-05,o l i s i t u k e n u t,0,V,ACT,PRS,PRF,POS,COND,3,SG,,
tukea,ei olisi tukenut,V;ACT;PRS;PRF;NEG;COND;3;SG,0.0,5.0341935483870975e-05,e i̯ o l i s i t u k e n u t,0,V,ACT,PRS,PRF,NEG,COND,3,SG,,
tukea,tukisimme,V;ACT;PRS;POS;COND;1;PL,0.0,5.0341935483870975e-05,t u k i s i mː e,2,V,ACT,PRS,POS,COND,1,PL,,,
tukea,emme tukisi,V;ACT;PRS;NEG;COND;1;PL,0.0,5.0341935483870975e-05,e mː eˣ t u k i s i,2,V,ACT,PRS,NEG,COND,1,PL,,,
tukea,olisimme tukeneet,V;ACT;PRS;PRF;POS;COND;1;PL,0.0,5.0341935483870975e-05,o l i s i mː eˣ t u k e n eː t,1,V,ACT,PRS,PRF,POS,COND,1,PL,,
tukea,emme olisi tukeneet,V;ACT;PRS;PRF;NEG;COND;1;PL,0.0,5.0341935483870975e-05,e mː eˣ o l i s i t u k e n eː t,1,V,ACT,PRS,PRF,NEG,COND,1,PL,,
tukea,tukisitte,V;ACT;PRS;POS;COND;2;PL,0.0,5.0341935483870975e-05,t u k i s i tː eˣ,2,V,ACT,PRS,POS,COND,2,PL,,,
tukea,ette tukisi,V;ACT;PRS;NEG;COND;2;PL,0.0,5.0341935483870975e-05,e tː e t u k i s i,2,V,ACT,PRS,NEG,COND,2,PL,,,
tukea,olisitte tukeneet,V;ACT;PRS;PRF;POS;COND;2;PL,0.0,5.0341935483870975e-05,o l i s i tː eˣ t u k e n eː t,4,V,ACT,PRS,PRF,POS,COND,2,PL,,
tukea,ette olisi tukeneet,V;ACT;PRS;PRF;NEG;COND;2;PL,0.0,5.0341935483870975e-05,e tː e o l i s i t u k e n eː t,2,V,ACT,PRS,PRF,NEG,COND,2,PL,,
tukea,tukisivat,V;ACT;PRS;POS;COND;3;PL,1.2e-05,5.0341935483870975e-05,t u k i s i ʋ ɑ t,0,V,ACT,PRS,POS,COND,3,PL,,,
tukea,eivät tukisi,V;ACT;PRS;NEG;COND;3;PL,0.0,5.0341935483870975e-05,e i̯ ʋ æ t t u k i s i,0,V,ACT,PRS,NEG,COND,3,PL,,,
tukea,olisivat tukeneet,V;ACT;PRS;PRF;POS;COND;3;PL,0.0,5.0341935483870975e-05,o l i s i ʋ ɑ t t u k e n eː t,4,V,ACT,PRS,PRF,POS,COND,3,PL,,
tukea,eivät olisi tukeneet,V;ACT;PRS;PRF;NEG;COND;3;PL,0.0,5.0341935483870975e-05,e i̯ ʋ æ t o l i s i t u k e n eː t,2,V,ACT,PRS,PRF,NEG,COND,3,PL,,
tukea,tuettaisiin,V;PASS;PRS;POS;COND,1e-05,5.0341935483870975e-05,t u e tː ɑ i̯ s iː n,4,V,PASS,PRS,POS,COND,,,,,
tukea,ei tuettaisi,V;PASS;PRS;NEG;COND,0.0,5.0341935483870975e-05,e i̯ t u e tː ɑ i̯ s i,4,V,PASS,PRS,NEG,COND,,,,,
tukea,olisi tuettu,V;PASS;PRS;PRF;POS;COND,0.0,5.0341935483870975e-05,o l i s i t u e tː uˣ,0,V,PASS,PRS,PRF,POS,COND,,,,
tukea,ei olisi tuettu,V;PASS;PRS;PRF;NEG;COND,0.0,5.0341935483870975e-05,e i̯ o l i s i t u e tː uˣ,2,V,PASS,PRS,PRF,NEG,COND,,,,
tukea,tue,V;ACT;PRS;POS;IMP;2;SG,0.000198,5.0341935483870975e-05,t u eˣ,2,V,ACT,PRS,POS,IMP,2,SG,,,
tukea,älä tue,V;ACT;PRS;NEG;IMP;2;SG,0.0,5.0341935483870975e-05,æ l æ t u eˣ,1,V,ACT,PRS,NEG,IMP,2,SG,,,
tukea,ole tukenut,V;ACT;PRS;PRF;POS;IMP;2;SG,0.0,5.0341935483870975e-05,o l eˣ t u k e n u t,2,V,ACT,PRS,PRF,POS,IMP,2,SG,,
tukea,älä ole tukenut,V;ACT;PRS;PRF;NEG;IMP;2;SG,0.0,5.0341935483870975e-05,æ l æ o l eˣ t u k e n u t,0,V,ACT,PRS,PRF,NEG,IMP,2,SG,,
tukea,tukekoon,V;ACT;PRS;POS;IMP;3;SG,0.0,5.0341935483870975e-05,t u k eˣ k oː n,2,V,ACT,PRS,POS,IMP,3,SG,,,
tukea,älköön tukeko,V;ACT;PRS;NEG;IMP;3;SG,0.0,5.0341935483870975e-05,æ l k øː n t u k e k o,2,V,ACT,PRS,NEG,IMP,3,SG,,,
tukea,olkoon tukenut,V;ACT;PRS;PRF;POS;IMP;3;SG,0.0,5.0341935483870975e-05,o l k oː n t u k e n u t,4,V,ACT,PRS,PRF,POS,IMP,3,SG,,
tukea,älköön olko tukenut,V;ACT;PRS;PRF;NEG;IMP;3;SG,0.0,5.0341935483870975e-05,æ l k øː n o l k o t u k e n u t,1,V,ACT,PRS,PRF,NEG,IMP,3,SG,,
tukea,tukekaamme,V;ACT;PRS;POS;IMP;1;PL,0.0,5.0341935483870975e-05,t u k eˣ k ɑː mː e,3,V,ACT,PRS,POS,IMP,1,PL,,,
tukea,älkäämme tukeko,V;ACT;PRS;NEG;IMP;1;PL,0.0,5.0341935483870975e-05,æ l k æː mː eˣ t u k e k o,3,V,ACT,PRS,NEG,IMP,1,PL,,,
tukea,olkaamme tukeneet,V;ACT;PRS;PRF;POS;IMP;1;PL,0.0,5.0341935483870975e-05,o l k ɑː mː eˣ t u k e n eː t,2,V,ACT,PRS,PRF,POS,IMP,1,PL,,
tukea,älkäämme olko tukeneet,V;ACT;PRS;PRF;NEG;IMP;1;PL,0.0,5.0341935483870975e-05,æ l k æː mː eˣ o l k o t u k e n eː t,0,V,ACT,PRS,PRF,NEG,IMP,1,PL,,
tukea,tukekaa,V;ACT;PRS;POS;IMP;2;PL,0.0,5.0341935483870975e-05,t u k eˣ k ɑː,2,V,ACT,PRS,POS,IMP,2,PL,,,
tukea,älkää tukeko,V;ACT;PRS;NEG;IMP;2;PL,0.0,5.0341935483870975e-05,æ l k æː t u k e k o,2,V,ACT,PRS,NEG,IMP,2,PL,,,
tukea,olkaa tukeneet,V;ACT;PRS;PRF;POS;IMP;2;PL,0.0,5.0341935483870975e-05,o l k ɑː t u k e n eː t,0,V,ACT,PRS,PRF,POS,IMP,2,PL,,
tukea,älkää olko tukeneet,V;ACT;PRS;PRF;NEG;IMP;2;PL,0.0,5.0341935483870975e-05,æ l k æː o l k o t u k e n eː t,2,V,ACT,PRS,PRF,NEG,IMP,2,PL,,
tukea,tukekoot,V;ACT;PRS;POS;IMP;3;PL,0.0,5.0341935483870975e-05,t u k eˣ k oː t,2,V,ACT,PRS,POS,IMP,3,PL,,,
tukea,älkööt tukeko,V;ACT;PRS;NEG;IMP;3;PL,0.0,5.0341935483870975e-05,æ l k øː t t u k e k o,2,V,ACT,PRS,NEG,IMP,3,PL,,,
tukea,olkoot tukeneet,V;ACT;PRS;PRF;POS;IMP;3;PL,0.0,5.0341935483870975e-05,o l k oː t t u k e n eː t,4,V,ACT,PRS,PRF,POS,IMP,3,PL,,
tukea,älkööt olko tukeneet,V;ACT;PRS;PRF;NEG;IMP;3;PL,0.0,5.0341935483870975e-05,æ l k øː t o l k o t u k e n eː t,3,V,ACT,PRS,PRF,NEG,IMP,3,PL,,
tukea,tuettakoon,V;PASS;PRS;POS;IMP,0.0,5.0341935483870975e-05,t u e tː ɑ k oː n,0,V,PASS,PRS,POS,IMP,,,,,
tukea,älköön tuettako,V;PASS;PRS;NEG;IMP,0.0,5.0341935483870975e-05,æ l k øː n t u e tː ɑ k o,0,V,PASS,PRS,NEG,IMP,,,,,
tukea,olkoon tuettu,V;PASS;PRS;PRF;POS;IMP,0.0,5.0341935483870975e-05,o l k oː n t u e tː uˣ,1,V,PASS,PRS,PRF,POS,IMP,,,,
tukea,älköön olko tuettu,V;PASS;PRS;PRF;NEG;IMP,0.0,5.0341935483870975e-05,æ l k øː n o l k o t u e tː uˣ,2,V,PASS,PRS,PRF,NEG,IMP,,,,
tukea,tukenen,V;ACT;PRS;POS;POT;1;SG,0.0,5.0341935483870975e-05,t u k e n e n,1,V,ACT,PRS,POS,POT,1,SG,,,
tukea,en tukene,V;ACT;PRS;NEG;POT;1;SG,0.0,5.0341935483870975e-05,e n,4,V,ACT,PRS,NEG,POT,1,SG,,,
tukea,lienen tukenut,V;ACT;PRS;PRF;POS;POT;1;SG,0.0,5.0341935483870975e-05,l i e̯ n e n t u k e n u t,0,V,ACT,PRS,PRF,POS,POT,1,SG,,
tukea,en liene tukenut,V;ACT;PRS;PRF;NEG;POT;1;SG,0.0,5.0341935483870975e-05,e n l i e̯ n eˣ t u k e n u t,3,V,ACT,PRS,PRF,NEG,POT,1,SG,,
tukea,tukenet,V;ACT;PRS;POS;POT;2;SG,0.0,5.0341935483870975e-05,t u k e n e t,3,V,ACT,PRS,POS,POT,2,SG,,,
tukea,et tukene,V;ACT;PRS;NEG;POT;2;SG,0.0,5.0341935483870975e-05,e t u k e n eˣ,2,V,ACT,PRS,NEG,POT,2,SG,,,
tukea,lienet tukenut,V;ACT;PRS;PRF;POS;POT;2;SG,0.0,5.0341935483870975e-05,l i e̯ n e t t u k e n u t,1,V,ACT,PRS,PRF,POS,POT,2,SG,,
tukea,et liene tukenut,V;ACT;PRS;PRF;NEG;POT;2;SG,0.0,5.0341935483870975e-05,e t l i e̯ n eˣ t u k e n u t,3,V,ACT,PRS,PRF,NEG,POT,2,SG,,
tukea,tukenee,V;ACT;PRS;POS;POT;3;SG,0.0,5.0341935483870975e-05,t u k e n eː,0,V,ACT,PRS,POS,POT,3,SG,,,
tukea,ei tukene,V;ACT;PRS;NEG;POT;3;SG,0.0,5.0341935483870975e-05,e i̯ t u k e n eˣ,3,V,ACT,PRS,NEG,POT,3,SG,,,
tukea,lienee tukenut,V;ACT;PRS;PRF;POS;POT;3;SG,0.0,5.0341935483870975e-05,l i e̯ n eː t u k e n u t,2,V,ACT,PRS,PRF,POS,POT,3,SG,,
tukea,ei liene tukenut,V;ACT;PRS;PRF;NEG;POT;3;SG,0.0,5.0341935483870975e-05,e i̯ l i e̯ n eˣ t u k e n u t,1,V,ACT,PRS,PRF,NEG,POT,3,SG,,
tukea,tukenemme,V;ACT;PRS;POS;POT;1;PL,0.0,5.0341935483870975e-05,t u k e n e mː e,2,V,ACT,PRS,POS,POT,1,PL,,,
tukea,emme tukene,V;ACT;PRS;NEG;POT;1;PL,0.0,5.0341935483870975e-05,e mː eˣ t u k e n eˣ,0,V,ACT,PRS,NEG,POT,1,PL,,,
tukea,lienemme tukeneet,V;ACT;PRS;PRF;POS;POT;1;PL,0.0,5.0341935483870975e-05,l i e̯ n e mː eˣ t u k e n eː t,4,V,ACT,PRS,PRF,POS,POT,1,PL,,
tukea,emme liene tukeneet,V;ACT;PRS;PRF;NEG;POT;1;PL,0.0,5.0341935483870975e-05,e mː eˣ l i e̯ n eˣ t u k e n eː t,3,V,ACT,PRS,PRF,NEG,POT,1,PL,,
tukea,tukenette,V;ACT;PRS;POS;POT;2;PL,0.0,5.0341935483870975e-05,t u k e n e tː e,4,V,ACT,PRS,POS,POT,2,PL,,,
tukea,ette tukene,V;ACT;PRS;NEG;POT;2;PL,0.0,5.0341935483870975e-05,e tː e t u k e n eˣ,4,V,ACT,PRS,NEG,POT,2,PL,,,
tukea,lienette tukeneet,V;ACT;PRS;PRF;POS;POT;2;PL,0.0,5.0341935483870975e-05,l i e̯ n e tː eˣ t u k e n eː t,3,V,ACT,PRS,PRF,POS,POT,2,PL,,
tukea,ette liene tukeneet,V;ACT;PRS;PRF;NEG;POT;2;PL,0.0,5.0341935483870975e-05,e tː e l i e̯ n eˣ t u k e n eː t,2,V,ACT,PRS,PRF,NEG,POT,2,PL,,
tukea,tukenevat,V;ACT;PRS;POS;POT;3;PL,0.0,5.0341935483870975e-05,t u k e n e ʋ ɑ t,3,V,ACT,PRS,POS,POT,3,PL,,,
tukea,eivät tukene,V;ACT;PRS;NEG;POT;3;PL,0.0,5.0341935483870975e-05,e i̯ ʋ æ t t u k e n eˣ,1,V,ACT,PRS,NEG,POT,3,PL,,,
tukea,lienevät tukeneet,V;ACT;PRS;PRF;POS;POT;3;PL,0.0,5.0341935483870975e-05,l i e̯ n e ʋ æ t t u k e n eː t,3,V,ACT,PRS,PRF,POS,POT,3,PL,,
tukea,eivät liene tukeneet,V;ACT;PRS;PRF;NEG;POT;3;PL,0.0,5.0341935483870975e-05,e i̯ ʋ æ t l i e̯ n eˣ t u k e n eː t,4,V,ACT,PRS,PRF,NEG,POT,3,PL,,
tukea,tuettaneen,V;PASS;PRS;POS;POT,1e-06,5.0341935483870975e-05,t u e tː ɑ n eː n,3,V,PASS,PRS,POS,POT,,,,,
tukea,ei tuettane,V;PASS;PRS;NEG;POT,0.0,5.0341935483870975e-05,e i̯ t u e tː ɑ n eˣ,0,V,PASS,PRS,NEG,POT,,,,,
tukea,lienee tuettu,V;PASS;PRS;PRF;POS;POT,0.0,5.0341935483870975e-05,l i e̯ n eː t u e tː uˣ,1,V,PASS,PRS,PRF,POS,POT,,,,
tukea,ei liene tuettu,V;PASS;PRS;PRF;NEG;POT,0.0,5.0341935483870975e-05,e i̯ l i e̯ n eˣ t u e tː uˣ,1,V,PASS,PRS,PRF,NEG,POT,,,,
tukea,tukea,V;NFIN;ACT+PASS,0.002265,5.0341935483870975e-05,t u k e ɑˣ,4,V,NFIN,ACT+PASS,,,,,,,
tukea,tukeakseen,V;NFIN;1;ACT,1e-05,5.0341935483870975e-05,t u k e ɑ k s eː n,1,V,NFIN,1,ACT,,,,,,
tukea,tukeakseen,V;NFIN;1;PASS,1e-05,5.0341935483870975e-05,t u k e ɑ k s eː n,1,V,NFIN,1,PASS,,,,,,
tukea,tukiessa,V;NFIN;2;ACT;IN+ESS,6e-06,5.0341935483870975e-05,t u k i e̯ sː ɑ,1,V,NFIN,2,ACT,IN+ESS,,,,,
tukea,tuettaessa,V;NFIN;2;PASS;IN+ESS,0.0,5.0341935483870975e-05,t u e tː ɑ e sː ɑ,1,V,NFIN,2,PASS,IN+ESS,,,,,
tukea,tukien,V;NFIN;2;ACT;INS,0.000115,5.0341935483870975e-05,t u k i e n,1,V,NFIN,2,ACT,INS,,,,,
tukea,tukemassa,V;NFIN;3;ACT;IN+ESS,7.2e-05,5.0341935483870975e-05,t u k e m ɑ sː ɑ,4,V,NFIN,3,ACT,IN+ESS,,,,,
tukea,tukemasta,V;NFIN;3;ACT;IN+ABL,1e-06,5.0341935483870975e-05,t u k e m ɑ s t ɑ,3,V,NFIN,3,ACT,IN+ABL,,,,,
tukea,tukemaan,V;NFIN;3;ACT;IN+ALL,0.000354,5.0341935483870975e-05,t u k e m ɑː n,0,V,NFIN,3,ACT,IN+ALL,,,,,
tukea,tukemalla,V;NFIN;3;ACT;AT+ESS,7.4e-05,5.0341935483870975e-05,t u k e m ɑ lː ɑ,1,V,NFIN,3,ACT,AT+ESS,,,,,
tukea,tukematta,V;NFIN;3;ACT;PRIV,1e-06,5.0341935483870975e-05,t u k e m ɑ tː ɑ,1,V,NFIN,3,ACT,PRIV,,,,,
tukea,tukeman,V;NFIN;3;ACT;INS,3.1e-05,5.0341935483870975e-05,t u k e m ɑ n,4,V,NFIN,3,ACT,INS,,,,,
tukea,tuettaman,V;NFIN;3;PASS;INS,0.0,5.0341935483870975e-05,t u e tː ɑ m ɑ n,2,V,NFIN,3,PASS,INS,,,,,
tukea,tukeminen,V;NFIN;4;ACT;NOM,0.000356,5.0341935483870975e-05,t u k e m i n e n,1,V,NFIN,4,ACT,NOM,,,,,
tukea,tukeminen,V;NFIN;4;PASS;NOM,0.000356,5.0341935483870975e-05,t u k e m i n e n,1,V,NFIN,4,PASS,NOM,,,,,
tukea,tukemista,V;NFIN;4;ACT;PRT,7.2e-05,5.0341935483870975e-05,t u k e m i s t ɑ,4,V,NFIN,4,ACT,PRT,,,,,
tukea,tukemista,V;NFIN;4;PASS;PRT,7.2e-05,5.0341935483870975e-05,t u k e m i s t ɑ,0,V,NFIN,4,PASS,PRT,,,,,
tukea,tukemaisillaan,V;NFIN;5;ACT,0.0,5.0341935483870975e-05,t u k e m ɑ i̯ s i lː ɑː n,3,V,NFIN,5,ACT,,,,,,
tukea,tukemaisillaan,V;NFIN;5;PASS,0.0,5.0341935483870975e-05,t u k e m ɑ i̯ s i lː ɑː n,4,V,NFIN,5,PASS,,,,,,
löytyä,löydyn,V;ACT;PRS;POS;IND;1;SG,0.0,4.594193548387096e-05,l ø y̯ d y n,1,V,ACT,PRS,POS,IND,1,SG,,,
löytyä,en löydy,V;ACT;PRS;NEG;IND;1;SG,0.0,4.594193548387096e-05,e n l ø y̯ d yˣ,4,V,ACT,PRS,NEG,IND,1,SG,,,
löytyä,olen löytynyt,V;ACT;PRS;PRF;POS;IND;1;SG,0.0,4.594193548387096e-05,o l e n l ø y̯ t y n y t,3,V,ACT,PRS,PRF,POS,IND,1,SG,,
löytyä,en ole löytynyt,V;ACT;PRS;PRF;NEG;IND;1;SG,0.0,4.594193548387096e-05,e n o l eˣ l ø y̯ t y n y t,1,V,ACT,PRS,PRF,NEG,IND,1,SG,,
löytyä,löydyt,V;ACT;PRS;POS;IND;2;SG,1e-06,4.594193548387096e-05,l ø y̯ d y t,1,V,ACT,PRS,POS,IND,2,SG,,,
löytyä,et löydy,V;ACT;PRS;NEG;IND;2;SG,0.0,4.594193548387096e-05,e t l ø y̯ d yˣ,0,V,ACT,PRS,NEG,IND,2,SG,,,
löytyä,olet löytynyt,V;ACT;PRS;PRF;POS;IND;2;SG,0.0,4.594193548387096e-05,o l e t l ø y̯ t y n y t,2,V,ACT,PRS,PRF,POS,IND,2,SG,,
löytyä,et ole löytynyt,V;ACT;PRS;PRF;NEG;IND;2;SG,0.0,4.594193548387096e-05,e t o l eˣ l ø y̯ t y n y t,2,V,ACT,PRS,PRF,NEG,IND,2,SG,,
löytyä,löytyy,V;ACT;PRS;POS;IND;3;SG,0.0041,4.594193548387096e-05,l ø y̯ t yː,4,V,ACT,PRS,POS,IND,3,SG,,,
löytyä,ei löydy,V;ACT;PRS;NEG;IND;3;SG,0.0,4.594193548387096e-05,e i̯ l ø y̯ d yˣ,3,V,ACT,PRS,NEG,IND,3,SG,,,
löytyä,on löytynyt,V;ACT;PRS;PRF;POS;IND;3;SG,0.0,4.594193548387096e-05,o n l ø y̯ t y n y t,2,V,ACT,PRS,PRF,POS,IND,3,SG,,
löytyä,ei ole löytynyt,V;ACT;PRS;PRF;NEG;IND;3;SG,0.0,4.594193548387096e-05,e i̯ o l eˣ l ø y̯ t y n y t,2,V,ACT,PRS,PRF,NEG,IND,3,SG,,
löytyä,löydymme,V;ACT;PRS;POS;IND;1;PL,1e-06,4.594193548387096e-05,l ø y̯ d y mː eˣ,0,V,ACT,PRS,POS,IND,1,PL,,,
löytyä,emme löydy,V;ACT;PRS;NEG;IND;1;PL,0.0,4.594193548387096e-05,e mː eˣ l ø y̯ d yˣ,2,V,ACT,PRS,NEG,IND,1,PL,,,
löytyä,olemme löytyneet,V;ACT;PRS;PRF;POS;IND;1;PL,0.0,4.594193548387096e-05,o l e mː eˣ l ø y̯ t y n eː t,0,V,ACT,PRS,PRF,POS,IND,1,PL,,
